,Unnamed: 0,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*","Mortality Rate, 2020*","Mortality Rate, 2019*","Mortality Rate, 2018*","Mortality Rate, 2017*","Mortality Rate, 2016*","Mortality Rate, 2015*",County,State
2586,2586,"Bowie County, Texas",48037.0,482.76,464.57,435.75,435.95,427.24,396.35,362.8,368.23,"-23.72 (-28.43, -18.32)",479.122,475.484,471.846,468.208,458.806,453.042,447.278,441.514,435.79,435.83,435.87,435.91,434.208,432.466,430.724,428.982,421.062,414.884,408.706,402.528,389.64,382.93,376.22,369.51,363.886,364.972,366.058,338.367883076923,342.13965846153843,345.91143384615384,349.6832092307692,353.45498461538455,357.22675999999996,Bowie,Texas
2587,2587,"Brazoria County, Texas",48039.0,474.76,428.85,383.62,363.88,345.0,305.72,260.93,274.64,"-42.15 (-45.71, -38.72)",465.578,456.396,447.214,438.032,419.804,410.758,401.712,392.66600000000005,379.672,375.724,371.776,367.828,360.104,356.328,352.552,348.776,337.144,329.288,321.432,313.576,296.76200000000006,287.80400000000003,278.846,269.88800000000003,263.672,266.414,269.156,221.26296615384624,226.927316923077,232.5916676923078,238.25601846153856,243.92036923076932,249.5847200000001,Brazoria,Texas
2588,2588,"Brazos County, Texas",48041.0,455.68,410.12,371.76,349.32,334.86,289.98,254.13,250.52,"-45.02 (-49.01, -41.04)",446.568,437.456,428.3440000000001,419.232,402.448,394.776,387.104,379.432,367.2720000000001,362.784,358.296,353.808,346.428,343.536,340.644,337.75200000000007,325.884,316.908,307.932,298.956,282.81000000000006,275.64,268.47,261.3,253.408,252.686,251.964,207.0803876923077,212.81380615384617,218.54722461538464,224.2806430769231,230.01406153846156,235.74748000000002,Brazos,Texas
2589,2589,"Brewster County, Texas",48043.0,405.65,373.26,327.6,305.95,286.52,240.59,210.59,208.93,"-48.50 (-54.86, -41.06)",399.172,392.694,386.216,379.738,364.128,354.996,345.86400000000003,336.732,323.27000000000004,318.94,314.61,310.28,302.064,298.178,294.292,290.406,277.334,268.148,258.962,249.776,234.59,228.59,222.59,216.59,210.258,209.926,209.594,161.8423261538462,167.55903692307695,173.27574769230773,178.9924584615385,184.70916923076928,190.42588000000003,Brewster,Texas
2590,2590,"Briscoe County, Texas",48045.0,511.9,473.13,411.78,385.17,363.7,309.91,271.33,250.95,"-50.98 (-57.42, -43.38)",504.146,496.392,488.638,480.884,460.86,448.59,436.32,424.05,406.458,401.136,395.814,390.492,380.876,376.582,372.288,367.994,352.942,342.184,331.426,320.668,302.194,294.478,286.762,279.046,267.254,263.178,259.102,206.28756307692313,213.45761846153852,220.62767384615393,227.7977292307693,234.9677846153847,242.13784000000007,Briscoe,Texas
2591,2591,"Brooks County, Texas",48047.0,518.0,496.83,456.05,449.77,445.14,384.95,337.3,363.21,"-29.88 (-37.06, -21.75)",513.7660000000001,509.532,505.298,501.064,488.674,480.518,472.362,464.206,454.794,453.538,452.282,451.02600000000007,448.8440000000001,447.918,446.992,446.066,433.102,421.064,409.026,396.98800000000006,375.4200000000001,365.89,356.36,346.83000000000004,342.482,347.664,352.846,304.0204430769231,309.7649784615385,315.5095138461538,321.2540492307692,326.99858461538463,332.74312,Brooks,Texas
2592,2592,"Brown County, Texas",48049.0,513.86,489.03,456.74,439.19,421.55,378.89,352.29,347.8,"-32.32 (-37.43, -26.83)",508.894,503.928,498.962,493.996,482.572,476.114,469.656,463.198,453.2300000000001,449.72,446.21,442.7000000000001,435.662,432.134,428.606,425.078,413.018,404.486,395.954,387.422,373.5700000000001,368.25,362.93,357.61000000000007,351.39200000000005,350.494,349.596,307.00625846153844,312.22707076923075,317.44788307692306,322.6686953846154,327.8895076923077,333.11032,Brown,Texas
2593,2593,"Burleson County, Texas",48051.0,479.29,444.09,399.77,371.07,345.67,308.21,275.1,283.07,"-40.94 (-46.23, -35.21)",472.25,465.21,458.17,451.13,435.226,426.362,417.49799999999993,408.634,394.03,388.29,382.55,376.81,365.99,360.91,355.83000000000004,350.75,338.178,330.68600000000004,323.194,315.702,301.588,294.966,288.344,281.72200000000004,276.6940000000001,278.288,279.882,228.74291692307696,234.40674153846157,240.0705661538462,245.7343907692308,251.3982153846154,257.06204,Burleson,Texas
2594,2594,"Burnet County, Texas",48053.0,411.33,369.76,329.51,316.62,295.86,256.04,217.7,220.47,"-46.40 (-50.71, -41.83)",403.016,394.702,386.388,378.074,361.71,353.66,345.61,337.56,326.932,324.354,321.776,319.19800000000004,312.468,308.31600000000003,304.164,300.012,287.896,279.932,271.968,264.004,248.372,240.704,233.036,225.368,218.254,218.808,219.362,175.0429784615385,180.5653107692308,186.08764307692311,191.6099753846154,197.13230769230773,202.65464000000003,Burnet,Texas
2595,2595,"Caldwell County, Texas",48055.0,403.57,374.92,337.53,321.99,310.35,280.91,250.63,260.23,"-35.52 (-40.41, -29.60)",397.84,392.11,386.38,380.65,367.442,359.964,352.486,345.00800000000004,334.422,331.314,328.206,325.09800000000007,319.66200000000003,317.334,315.00600000000003,312.67800000000005,304.46200000000005,298.574,292.68600000000004,286.79800000000006,274.85400000000004,268.798,262.742,256.68600000000004,252.55,254.47,256.39,222.35258461538461,226.34270769230767,230.33283076923075,234.32295384615384,238.31307692307692,242.3032,Caldwell,Texas
2596,2596,"Calhoun County, Texas",48057.0,443.16,418.19,372.75,352.2,326.82,282.31,241.06,245.98,"-44.50 (-49.55, -38.97)",438.16600000000005,433.172,428.178,423.184,409.102,400.014,390.926,381.838,368.64,364.53,360.42,356.31,347.124,342.048,336.972,331.896,317.918,309.016,300.11400000000003,291.212,274.06,265.81,257.56,249.31,242.044,243.028,244.012,191.07185538461536,197.39707230769227,203.7222892307692,210.04750615384614,216.37272307692305,222.69793999999996,Calhoun,Texas
2597,2597,"Callahan County, Texas",48059.0,516.61,482.69,444.11,424.49,399.52,349.58,305.82,314.54,"-39.11 (-44.90, -32.91)",509.826,503.042,496.258,489.4740000000001,474.9740000000001,467.258,459.542,451.826,440.186,436.26200000000006,432.338,428.414,419.496,414.502,409.508,404.514,389.532,379.544,369.556,359.568,340.828,332.076,323.324,314.572,307.564,309.308,311.052,254.68653230769237,261.3377338461539,267.98893538461544,274.64013692307697,281.29133846153854,287.94254000000006,Callahan,Texas
2598,2598,"Cameron County, Texas",48061.0,430.82,380.32,338.29,320.26,284.72,255.84,228.01,231.01,"-46.38 (-49.21, -43.42)",420.72,410.62,400.52,390.42,371.914,363.508,355.10200000000003,346.696,334.684,331.07800000000003,327.472,323.86600000000004,313.15200000000004,306.044,298.93600000000004,291.82800000000003,278.9440000000001,273.168,267.392,261.61600000000004,250.27400000000003,244.708,239.142,233.576,228.61,229.21,229.81,182.23876923076926,187.4958153846154,192.75286153846156,198.0099076923077,203.26695384615388,208.52400000000003,Cameron,Texas
2599,2599,"Camp County, Texas",48063.0,488.08,469.34,434.3,434.24,422.16,379.37,340.47,341.72,"-29.99 (-36.70, -21.44)",484.332,480.584,476.836,473.088,462.332,455.324,448.316,441.3080000000001,434.28800000000007,434.276,434.264,434.25200000000007,431.82400000000007,429.408,426.992,424.5760000000001,413.6020000000001,405.044,396.486,387.92800000000005,371.59,363.81,356.03000000000003,348.25000000000006,340.72,340.97,341.22,304.8859230769231,309.8762384615385,314.8665538461539,319.85686923076923,324.84718461538466,329.83750000000003,Camp,Texas
2600,2600,"Carson County, Texas",48065.0,402.64,390.03,369.73,358.57,339.8,306.94,272.76,279.7,"-30.53 (-38.39, -22.23)",400.11800000000005,397.596,395.074,392.552,385.97,381.91,377.85,373.7900000000001,367.4980000000001,365.266,363.034,360.802,354.81600000000003,351.062,347.308,343.55400000000003,333.22800000000007,326.656,320.084,313.51200000000006,300.10400000000004,293.268,286.432,279.596,274.148,275.53599999999994,276.924,238.02421846153845,242.71249076923075,247.40076307692306,252.08903538461539,256.77730769230766,261.46558,Carson,Texas
2601,2601,"Cass County, Texas",48067.0,532.22,502.87,455.15,448.32,428.37,393.6,349.69,350.68,"-34.11 (-39.25, -28.26)",526.3500000000001,520.48,514.61,508.74000000000007,493.326,483.782,474.238,464.694,453.784,452.418,451.052,449.686,444.33,440.34,436.35,432.36,421.41600000000005,414.462,407.508,400.5540000000001,384.818,376.036,367.254,358.47200000000004,349.88800000000003,350.086,350.284,310.71189538461533,316.0432523076923,321.37460923076924,326.70596615384613,332.03732307692303,337.36868,Cass,Texas
2602,2602,"Castro County, Texas",48069.0,532.93,481.56,414.96,379.66,345.73,294.12,244.5,235.28,"-55.85 (-60.94, -50.57)",522.656,512.3820000000001,502.108,491.83400000000006,468.24000000000007,454.92,441.6,428.28,407.9,400.84,393.78,386.72,372.874,366.088,359.302,352.516,335.408,325.086,314.764,304.442,284.196,274.27200000000005,264.348,254.42400000000004,242.65600000000003,240.812,238.968,173.49262153846158,181.70668923076926,189.92075692307696,198.13482461538464,206.34889230769235,214.56296000000003,Castro,Texas
2603,2603,"Chambers County, Texas",48071.0,531.87,486.65,434.5,404.05,369.88,326.25,276.82,278.1,"-47.71 (-52.71, -42.66)",522.826,513.782,504.738,495.694,476.22,465.79,455.36,444.93,428.41,422.32,416.23,410.14,397.216,390.382,383.548,376.714,361.154,352.428,343.702,334.976,316.36400000000003,306.478,296.592,286.706,277.076,277.332,277.588,216.08969846153846,223.51795076923077,230.9462030769231,238.3744553846154,245.8027076923077,253.23096,Chambers,Texas
2604,2604,"Cherokee County, Texas",48073.0,504.52,490.49,440.77,434.39,415.31,363.52,336.91,344.17,"-31.78 (-36.53, -26.93)",501.714,498.908,496.102,493.2960000000001,480.5460000000001,470.602,460.658,450.714,439.494,438.218,436.942,435.666,430.574,426.758,422.942,419.126,404.95200000000006,394.594,384.236,373.878,358.198,352.876,347.554,342.232,338.362,339.814,341.266,294.37587384615387,299.71666307692306,305.0574523076923,310.39824153846155,315.7390307692308,321.07982000000004,Cherokee,Texas
2605,2605,"Childress County, Texas",48075.0,559.37,530.95,476.3,479.53,456.27,387.57,319.7,315.07,"-43.67 (-49.64, -37.11)",553.686,548.0020000000001,542.318,536.634,520.0200000000001,509.09,498.16,487.23,476.946,477.592,478.238,478.884,474.878,470.226,465.574,460.922,442.53,428.79,415.05,401.31000000000006,373.996,360.422,346.848,333.274,318.774,317.848,316.922,257.71879384615386,266.2310030769231,274.7432123076923,283.2554215384615,291.7676307692308,300.27984000000004,Childress,Texas
2606,2606,"Clay County, Texas",48077.0,494.53,472.13,434.51,434.7,413.56,355.55,317.58,319.2,"-35.45 (-42.04, -28.35)",490.05,485.57,481.09,476.61,464.606,457.082,449.558,442.034,434.548,434.586,434.624,434.662,430.472,426.244,422.016,417.788,401.958,390.356,378.754,367.152,347.956,340.362,332.768,325.174,317.904,318.22799999999995,318.552,268.54487076923084,274.8461646153847,281.1474584615385,287.44875230769236,293.75004615384626,300.0513400000001,Clay,Texas
2607,2607,"Cochran County, Texas",48079.0,470.01,445.22,402.69,395.4,381.32,351.47,306.82,294.88,"-37.26 (-44.67, -28.78)",465.052,460.094,455.136,450.17800000000005,436.71400000000006,428.208,419.702,411.196,401.232,399.774,398.316,396.858,392.584,389.768,386.952,384.136,375.35,369.38,363.41,357.44000000000005,342.5400000000001,333.61,324.68,315.75,304.432,302.044,299.656,268.3388584615385,273.36557076923077,278.3922830769231,283.4189953846154,288.4457076923077,293.47242,Cochran,Texas
2608,2608,"Coke County, Texas",48081.0,390.36,371.84,341.98,332.54,323.09,286.07,235.47,245.67,"-37.07 (-44.52, -28.71)",386.656,382.952,379.248,375.544,365.868,359.896,353.924,347.952,340.092,338.20400000000006,336.31600000000003,334.42800000000005,330.65000000000003,328.76,326.87,324.98,315.686,308.282,300.878,293.474,275.95,265.83,255.71,245.59,237.51,239.55,241.59,203.79632307692304,208.9302384615384,214.0641538461538,219.1980692307692,224.33198461538458,229.46589999999998,Coke,Texas
2609,2609,"Coleman County, Texas",48083.0,515.64,477.07,436.33,419.17,400.74,347.88,298.58,309.19,"-40.04 (-45.71, -33.75)",507.926,500.212,492.49799999999993,484.784,468.922,460.774,452.626,444.478,432.898,429.466,426.034,422.602,415.484,411.798,408.112,404.426,390.16800000000006,379.596,369.024,358.45200000000006,338.02000000000004,328.16,318.3,308.44,300.702,302.824,304.946,250.65861230769232,257.31389384615386,263.96917538461537,270.62445692307693,277.2797384615385,283.93502,Coleman,Texas
2610,2610,"Collin County, Texas",48085.0,525.25,461.28,390.6,348.55,307.63,247.43,218.76,195.35,"-62.81 (-64.86, -60.68)",512.456,499.662,486.868,474.074,447.144,433.008,418.872,404.736,382.19000000000005,373.78,365.37,356.96000000000004,340.36600000000004,332.182,323.99800000000005,315.814,295.59000000000003,283.55,271.51,259.47,241.69600000000003,235.962,230.228,224.49400000000003,214.078,209.396,204.714,133.49063384615383,142.00708307692307,150.5235323076923,159.03998153846152,167.55643076923076,176.07288,Collin,Texas
2611,2611,"Collingsworth County, Texas",48087.0,480.1,458.81,414.39,401.1,386.83,338.85,308.06,297.88,"-37.95 (-45.42, -29.42)",475.842,471.584,467.326,463.068,449.926,441.042,432.158,423.274,411.732,409.074,406.416,403.758,398.246,395.392,392.538,389.684,377.234,367.638,358.04200000000003,348.446,332.69200000000006,326.534,320.376,314.218,306.024,303.988,301.952,260.29173230769226,265.8557338461538,271.41973538461536,276.9837369230769,282.5477384615384,288.11173999999994,Collingsworth,Texas
2612,2612,"Colorado County, Texas",48089.0,474.58,441.64,404.37,397.2,379.26,335.14,302.71,315.31,"-33.56 (-39.49, -27.12)",467.992,461.404,454.816,448.228,434.186,426.732,419.278,411.82400000000007,402.936,401.502,400.068,398.634,393.612,390.024,386.436,382.848,370.436,361.612,352.788,343.96400000000006,328.654,322.168,315.682,309.196,305.23,307.75,310.27,266.2705846153847,271.29510769230774,276.3196307692308,281.34415384615386,286.3686769230769,291.39320000000004,Colorado,Texas
2613,2613,"Comal County, Texas",48091.0,432.1,389.19,343.28,327.63,290.13,257.02,232.13,219.58,"-49.18 (-52.74, -45.40)",423.5180000000001,414.936,406.354,397.7720000000001,380.008,370.826,361.644,352.462,340.15,337.02,333.89,330.76,320.13,312.63,305.13,297.63,283.50800000000004,276.886,270.264,263.642,252.042,247.064,242.086,237.108,229.62,227.11,224.6,177.41155384615385,183.11322307692308,188.81489230769233,194.51656153846156,200.2182307692308,205.9199,Comal,Texas
2614,2614,"Comanche County, Texas",48093.0,497.91,474.92,425.27,421.26,404.37,348.89,313.3,309.07,"-37.93 (-43.95, -31.32)",493.312,488.714,484.116,479.518,464.99,455.06,445.13,435.2000000000001,424.468,423.666,422.864,422.062,417.88200000000006,414.504,411.126,407.7480000000001,393.27400000000006,382.178,371.082,359.98600000000005,341.77200000000005,334.654,327.536,320.418,312.454,311.608,310.762,264.71074769230773,270.7428261538462,276.7749046153847,282.80698307692313,288.8390615384616,294.8711400000001,Comanche,Texas
2615,2615,"Concho County, Texas",48095.0,483.44,460.21,414.98,388.64,367.35,332.08,287.93,290.92,"-39.82 (-47.17, -31.88)",478.794,474.148,469.502,464.856,451.164,442.118,433.072,424.02600000000007,409.7120000000001,404.444,399.176,393.908,384.38200000000006,380.124,375.866,371.60800000000006,360.2960000000001,353.242,346.188,339.134,323.25,314.42,305.59000000000003,296.76,288.528,289.12600000000003,289.724,242.37974153846156,248.26392923076926,254.14811692307694,260.03230461538465,265.91649230769235,271.80068000000006,Concho,Texas
2616,2616,"Cooke County, Texas",48097.0,492.35,462.91,405.92,403.0,391.46,337.4,311.66,312.0,"-36.63 (-41.54, -31.05)",486.4620000000001,480.57400000000007,474.686,468.79800000000006,451.51200000000006,440.114,428.716,417.318,405.33600000000007,404.752,404.168,403.58400000000006,400.692,398.384,396.076,393.768,380.648,369.836,359.024,348.212,332.252,327.104,321.956,316.80800000000005,311.72800000000007,311.79600000000005,311.86400000000003,270.75955692307696,275.84942153846157,280.9392861538462,286.0291507692308,291.1190153846154,296.20888,Cooke,Texas
2617,2617,"Coryell County, Texas",48099.0,470.21,451.81,409.92,400.57,389.2,329.46,283.04,285.81,"-39.22 (-44.32, -33.67)",466.53,462.85,459.17,455.49,443.432,435.054,426.676,418.29800000000006,408.05000000000007,406.18,404.31,402.44000000000005,398.2960000000001,396.022,393.748,391.4740000000001,377.252,365.304,353.356,341.408,320.176,310.892,301.608,292.324,283.59400000000005,284.148,284.702,235.23474769230768,241.75122615384612,248.2677046153846,254.78418307692306,261.30066153846155,267.81714,Coryell,Texas
2618,2618,"Cottle County, Texas",48101.0,504.83,472.86,426.82,407.82,386.17,306.41,280.03,271.64,"-46.19 (-52.89, -39.08)",498.436,492.042,485.648,479.254,463.652,454.444,445.236,436.028,423.02,419.22,415.42,411.62,403.49,399.16,394.83,390.50000000000006,370.2180000000001,354.266,338.314,322.3620000000001,301.134,295.858,290.582,285.30600000000004,278.352,276.674,274.996,209.94830461538461,217.6716476923077,225.3949907692308,233.11833384615386,240.84167692307693,248.56502,Cottle,Texas
2619,2619,"Crane County, Texas",48103.0,492.86,480.87,448.19,432.33,415.87,380.94,344.98,347.45,"-29.50 (-38.55, -19.82)",490.462,488.064,485.666,483.268,474.33400000000006,467.798,461.262,454.726,445.018,441.846,438.674,435.50200000000007,429.038,425.746,422.454,419.162,408.884,401.898,394.912,387.926,373.7480000000001,366.556,359.36400000000003,352.172,345.47400000000005,345.968,346.462,306.8489938461539,311.8253030769231,316.8016123076924,321.77792153846156,326.75423076923084,331.73054,Crane,Texas
2620,2620,"Crockett County, Texas",48105.0,445.18,420.34,383.68,378.22,368.67,320.17,290.11,278.21,"-37.50 (-44.74, -29.69)",440.212,435.244,430.276,425.308,413.008,405.676,398.344,391.012,382.588,381.496,380.404,379.312,376.31000000000006,374.4,372.49,370.58,358.97,349.27,339.57000000000005,329.87,314.158,308.146,302.134,296.122,287.73,285.35,282.97,246.82435384615385,251.98062307692308,257.13689230769234,262.29316153846156,267.4494307692308,272.6057,Crockett,Texas
2621,2621,"Crosby County, Texas",48107.0,527.38,493.7,442.94,421.37,405.55,363.29,320.2,310.2,"-41.18 (-47.27, -34.41)",520.644,513.908,507.172,500.436,483.54800000000006,473.396,463.244,453.092,438.626,434.312,429.9980000000001,425.684,418.206,415.042,411.878,408.71400000000006,397.09800000000007,388.646,380.1940000000001,371.742,354.672,346.05400000000003,337.436,328.81800000000004,318.20000000000005,316.2,314.2,270.3123076923077,276.40444615384615,282.49658461538456,288.5887230769231,294.6808615384615,300.773,Crosby,Texas
2622,2622,"Culberson County, Texas",48109.0,441.36,408.61,363.41,343.08,314.28,266.97,233.66,243.42,"-44.85 (-52.33, -36.54)",434.81000000000006,428.26,421.71,415.16,399.5700000000001,390.53,381.49,372.4500000000001,359.344,355.278,351.212,347.146,337.32,331.55999999999995,325.79999999999995,320.04,304.818,295.356,285.894,276.432,260.308,253.646,246.984,240.322,235.612,237.564,239.516,183.29587384615382,189.48826307692303,195.68065230769227,201.8730415384615,208.06543076923074,214.25781999999998,Culberson,Texas
2623,2623,"Dallam County, Texas",48111.0,623.51,580.27,515.61,504.11,487.3,396.65,361.88,398.32,"-36.12 (-43.62, -27.67)",614.862,606.2139999999999,597.566,588.918,567.338,554.406,541.4739999999999,528.542,513.3100000000001,511.01,508.71,506.41,500.7480000000001,497.386,494.024,490.662,469.17,451.04,432.91,414.78,389.696,382.742,375.788,368.834,369.168,376.456,383.744,309.14398769230763,316.6370061538461,324.1300246153845,331.623043076923,339.1160615384615,346.60907999999995,Dallam,Texas
2624,2624,"Dallas County, Texas",48113.0,528.33,504.44,440.41,401.29,368.55,300.38,267.84,264.61,"-49.92 (-51.52, -48.21)",523.552,518.774,513.996,509.218,491.634,478.828,466.022,453.216,432.586,424.762,416.938,409.114,394.7420000000001,388.194,381.646,375.09800000000007,354.91600000000005,341.282,327.648,314.014,293.872,287.364,280.856,274.348,267.194,266.548,265.902,192.19305538461538,200.49367230769232,208.79428923076924,217.09490615384615,225.3955230769231,233.69614,Dallas,Texas
2625,2625,"Dawson County, Texas",48115.0,413.73,387.06,352.99,347.86,334.29,295.0,259.26,257.96,"-37.65 (-43.76, -30.75)",408.3960000000001,403.062,397.728,392.394,380.246,373.432,366.61800000000005,359.804,351.964,350.938,349.91200000000003,348.886,345.146,342.432,339.718,337.004,326.432,318.574,310.716,302.858,287.852,280.704,273.556,266.408,259.0,258.74,258.48,222.39563076923073,227.2773846153846,232.15913846153845,237.04089230769227,241.92264615384613,246.8044,Dawson,Texas
2626,2626,"DeWitt County, Texas",48123.0,521.6,491.81,459.36,443.7,408.38,352.42,312.43,314.27,"-39.75 (-45.16, -34.13)",515.642,509.684,503.726,497.768,485.3200000000001,478.83,472.34,465.8500000000001,456.22800000000007,453.096,449.964,446.8320000000001,436.636,429.572,422.508,415.444,397.188,385.996,374.804,363.612,344.422,336.424,328.42600000000004,320.428,312.798,313.166,313.534,250.59063384615385,257.98368307692306,265.3767323076923,272.76978153846153,280.16283076923077,287.55588,DeWitt,Texas
2627,2627,"Deaf Smith County, Texas",48117.0,430.67,402.09,367.18,348.25,327.74,283.57,251.22,252.37,"-41.40 (-46.86, -35.31)",424.95400000000006,419.238,413.522,407.806,395.10800000000006,388.126,381.144,374.162,363.394,359.608,355.822,352.03600000000006,344.148,340.046,335.944,331.842,318.906,310.072,301.238,292.404,277.1,270.63,264.16,257.69,251.45,251.68,251.91,204.52726153846152,210.18776923076922,215.84827692307692,221.5087846153846,227.1692923076923,232.8298,Deaf,Texas
2628,2628,"Delta County, Texas",48119.0,500.35,477.81,428.54,428.52,408.93,364.57,320.23,332.81,"-33.48 (-40.37, -25.24)",495.842,491.334,486.826,482.318,467.9560000000001,458.102,448.2480000000001,438.39400000000006,428.53600000000006,428.532,428.528,428.52400000000006,424.602,420.684,416.766,412.848,400.058,391.186,382.314,373.442,355.702,346.834,337.966,329.098,322.74600000000004,325.262,327.778,283.30922153846154,288.82538923076925,294.3415569230769,299.8577246153846,305.3738923076923,310.89005999999995,Delta,Texas
2629,2629,"Denton County, Texas",48121.0,479.54,441.14,372.38,355.99,324.71,254.48,225.49,211.46,"-55.90 (-58.28, -53.25)",471.86000000000007,464.18,456.5,448.8200000000001,427.388,413.636,399.884,386.132,369.102,365.824,362.546,359.26800000000003,349.73400000000004,343.47799999999995,337.222,330.966,310.664,296.618,282.572,268.526,248.682,242.884,237.086,231.288,222.68400000000003,219.878,217.072,152.8411476923077,160.66242615384616,168.48370461538462,176.3049830769231,184.12626153846153,191.94754,Denton,Texas
2630,2630,"Dickens County, Texas",48125.0,490.64,448.08,389.24,380.58,379.85,319.41,282.3,273.1,"-44.34 (-50.58, -37.18)",482.128,473.616,465.1039999999999,456.592,436.312,424.544,412.776,401.008,387.508,385.776,384.044,382.312,380.434,380.288,380.142,379.996,367.76200000000006,355.674,343.586,331.49800000000005,311.98800000000006,304.56600000000003,297.144,289.72200000000004,280.46000000000004,278.62,276.78000000000003,236.99290769230768,242.76614615384617,248.53938461538462,254.31262307692307,260.08586153846153,265.8591,Dickens,Texas
2631,2631,"Dimmit County, Texas",48127.0,416.83,395.36,361.12,344.55,337.41,306.0,279.79,279.03,"-33.06 (-40.62, -24.59)",412.536,408.242,403.948,399.654,388.512,381.664,374.816,367.968,357.80600000000004,354.492,351.178,347.86400000000003,343.12200000000007,341.694,340.266,338.8380000000001,331.12800000000004,324.846,318.564,312.28200000000004,300.75800000000004,295.516,290.274,285.03200000000004,279.63800000000003,279.486,279.334,248.99027999999998,252.89085999999998,256.79143999999997,260.69201999999996,264.59259999999995,268.49318,Dimmit,Texas
2632,2632,"Donley County, Texas",48129.0,469.49,447.42,409.85,391.23,372.67,332.71,283.54,295.88,"-36.98 (-43.98, -29.72)",465.076,460.662,456.2480000000001,451.83400000000006,439.90600000000006,432.39200000000005,424.878,417.364,406.1260000000001,402.402,398.678,394.95400000000006,387.518,383.806,380.0940000000001,376.38200000000006,364.678,356.68600000000004,348.694,340.702,322.87600000000003,313.042,303.208,293.374,286.00800000000004,288.476,290.944,242.86801846153853,248.76319076923085,254.65836307692314,260.55353538461543,266.4487076923077,272.34388000000007,Donley,Texas
2633,2633,"Duval County, Texas",48131.0,516.52,480.38,426.48,413.35,398.98,333.19,299.17,301.73,"-41.58 (-47.45, -35.04)",509.292,502.064,494.836,487.60800000000006,469.6,458.8200000000001,448.04,437.2600000000001,423.854,421.22800000000007,418.602,415.97600000000006,410.47600000000006,407.602,404.72800000000007,401.854,385.822,372.664,359.506,346.348,326.386,319.582,312.778,305.97400000000005,299.682,300.194,300.706,246.6437046153846,253.17874769230767,259.71379076923074,266.24883384615384,272.78387692307695,279.31892,Duval,Texas
2634,2634,"Eastland County, Texas",48133.0,526.36,494.73,459.08,453.07,427.27,383.82,335.08,335.89,"-36.19 (-41.46, -30.80)",520.034,513.708,507.38200000000006,501.056,487.6,480.47,473.34,466.21,457.878,456.676,455.474,454.2720000000001,447.91,442.75,437.59,432.43000000000006,418.58,409.89,401.2000000000001,392.51,374.072,364.324,354.576,344.82800000000003,335.242,335.404,335.56600000000003,287.32578153846157,293.6863092307692,300.0468369230769,306.4073646153846,312.7678923076923,319.12842,Eastland,Texas
2635,2635,"Ector County, Texas",48135.0,400.86,382.57,380.98,384.14,391.44,358.27,352.75,370.02,"-7.69 (-13.96, -1.40)",397.20200000000006,393.544,389.886,386.228,382.252,381.934,381.616,381.29800000000006,381.6120000000001,382.244,382.876,383.508,385.6,387.06,388.52,389.98,384.806,378.172,371.538,364.904,357.166,356.062,354.958,353.854,356.204,359.658,363.112,346.68120923076924,348.1309953846154,349.58078153846157,351.0305676923077,352.48035384615383,353.93014,Ector,Texas
2636,2636,"Edwards County, Texas",48137.0,398.95,367.88,327.5,298.26,277.87,237.23,207.74,204.0,"-48.87 (-55.07, -42.27)",392.7360000000001,386.522,380.308,374.0940000000001,359.80400000000003,351.72799999999995,343.65200000000004,335.576,321.652,315.804,309.956,304.108,294.182,290.104,286.026,281.94800000000004,269.742,261.61400000000003,253.486,245.358,231.332,225.434,219.536,213.638,206.992,206.24400000000003,205.496,158.03079692307696,163.68520153846157,169.33960615384618,174.9940107692308,180.64841538461542,186.30282000000003,Edwards,Texas
2637,2637,"El Paso County, Texas",48141.0,407.62,393.81,345.25,310.85,291.8,257.59,216.41,216.27,"-46.94 (-49.48, -44.32)",404.858,402.096,399.334,396.572,384.098,374.386,364.674,354.962,338.37,331.49,324.61,317.73,307.04,303.23,299.42,295.61,284.958,278.116,271.274,264.432,249.354,241.118,232.882,224.646,216.382,216.354,216.326,169.27422769230773,175.09568615384617,180.91714461538464,186.7386030769231,192.56006153846158,198.38152000000002,El,Texas
